,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Asian,Hispanic,Native_American,Other,Female,Misdemeanor,predicted_class,true_class,errors
1014,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2343,3,1,0,0,1,0,0,0,0,0,1,1,1,0
5447,7,1,0,1,0,0,0,0,0,1,1,1,0,1
4740,0,1,0,0,1,0,0,0,0,0,0,0,1,1
5892,8,1,0,0,1,0,0,0,0,0,1,1,1,0
5455,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4378,2,1,0,0,1,0,0,0,0,0,0,1,0,1
260,0,0,0,0,0,0,0,0,0,0,1,0,1,1
3091,0,0,0,0,0,0,1,0,0,1,1,0,1,1
4972,19,1,0,0,0,0,1,0,0,0,0,1,1,0
1964,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2214,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3887,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1953,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3668,1,0,0,0,0,0,0,0,0,0,1,0,0,0
818,2,1,0,1,1,0,0,0,0,0,0,1,1,0
88,8,1,0,1,0,0,0,0,0,0,0,0,1,1
47,2,0,0,1,1,0,0,0,0,0,0,1,1,0
1933,9,0,0,0,1,0,0,0,0,0,0,0,1,1
463,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1402,23,1,0,0,1,0,0,0,0,0,0,1,1,0
1481,1,1,0,1,0,0,1,0,0,0,0,1,0,1
4811,2,1,0,0,1,0,0,0,0,0,1,0,0,0
1341,2,0,0,0,0,0,1,0,0,1,1,0,0,0
4369,9,1,0,0,0,0,0,0,0,1,0,1,1,0
5310,0,0,0,1,1,0,0,0,0,0,1,1,1,0
3620,7,1,0,0,1,0,0,0,0,0,0,1,1,0
639,2,1,0,1,1,0,0,0,0,0,0,1,1,0
1023,1,1,0,1,0,0,0,0,0,0,0,1,1,0
4319,0,1,0,0,1,0,0,0,0,0,0,0,0,0
518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6006,4,1,0,0,0,0,0,0,0,0,0,1,1,0
3737,0,0,0,0,1,0,0,0,0,0,1,0,1,1
3691,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3300,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1966,4,0,0,0,0,0,0,0,0,0,1,1,0,1
1581,0,1,0,1,1,0,0,0,0,1,1,0,1,1
4466,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2305,2,0,0,0,0,0,0,0,0,0,1,0,0,0
4487,0,0,0,1,1,0,0,0,0,1,0,0,1,1
4741,1,0,0,1,1,0,0,0,0,0,0,1,0,1
547,10,1,0,0,1,0,0,0,0,1,0,1,0,1
4850,9,1,0,0,1,0,0,0,0,0,0,1,1,0
968,0,0,0,1,0,0,0,0,0,0,0,0,1,1
314,1,0,1,0,0,0,0,0,0,1,1,0,0,0
235,2,0,0,0,1,0,0,0,0,1,1,0,0,0
924,1,0,0,1,1,0,0,0,0,0,1,1,1,0
4159,1,1,0,1,1,0,0,0,0,0,0,1,0,1
6125,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3364,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735,5,0,0,0,1,0,0,0,0,0,0,0,1,1
2592,12,1,0,0,1,0,0,0,0,0,1,1,1,0
2442,1,0,1,0,0,0,0,0,0,0,1,0,0,0
430,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1032,0,0,0,1,1,0,0,0,0,0,0,0,0,0
545,0,0,0,0,1,0,0,0,0,0,0,0,0,0
469,3,0,0,0,1,0,0,0,0,0,0,1,1,0
6023,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2741,14,1,0,0,1,0,0,0,0,0,0,1,0,1
5089,5,1,1,0,0,0,0,0,0,0,0,1,0,1
46,15,1,0,0,1,0,0,0,0,0,0,1,0,1
3603,0,0,0,0,0,0,0,0,0,0,1,0,1,1
5412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,3,0,0,0,0,0,0,0,0,0,0,0,0,0
745,3,1,0,1,1,0,0,0,0,0,0,1,0,1
444,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5285,20,1,0,0,1,0,0,0,0,0,0,1,0,1
5121,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5991,11,1,0,0,0,0,1,0,0,0,0,1,1,0
5152,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3829,22,1,1,0,1,0,0,0,0,0,0,1,1,0
1241,4,0,0,0,1,0,0,0,0,0,0,0,1,1
5835,1,1,0,1,1,0,0,0,0,0,1,1,0,1
2616,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2816,1,0,1,0,1,0,0,0,0,1,0,0,0,0
5389,3,1,0,0,0,0,0,0,0,1,0,1,1,0
1319,1,0,1,0,0,0,1,0,0,0,0,0,1,1
1520,1,1,1,0,0,0,1,0,0,0,1,0,0,0
3804,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2521,2,0,1,0,0,0,0,0,0,0,1,0,0,0
3169,3,1,0,0,1,0,0,0,0,0,0,1,0,1
3586,4,1,0,1,0,0,0,0,1,0,0,1,0,1
1073,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5387,5,0,0,0,1,0,0,0,0,1,0,0,1,1
5907,8,1,0,0,1,0,0,0,0,0,0,1,1,0
119,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2378,0,0,0,0,0,0,0,0,0,0,1,0,0,0
290,2,1,0,1,1,0,0,0,0,0,0,1,1,0
3998,1,0,0,0,1,0,0,0,0,0,0,0,1,1
3142,2,0,1,0,0,0,0,0,0,0,0,0,0,0
5032,2,0,0,0,1,0,0,0,0,0,0,0,1,1
3293,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5260,22,1,1,0,0,0,0,1,0,0,0,1,1,0
3601,1,1,0,1,1,0,0,0,0,0,1,1,1,0
5356,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1163,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3276,1,0,1,0,1,0,0,0,0,1,0,0,0,0
5736,0,0,0,1,1,0,0,0,0,0,1,1,0,1
3067,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2256,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4629,3,1,0,0,0,0,0,0,0,0,0,1,1,0
828,6,1,0,1,1,0,0,0,0,1,1,0,0,0
1743,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1155,17,1,1,0,0,0,0,0,0,0,0,1,1,0
1151,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1950,4,0,0,0,1,0,0,0,0,0,0,0,1,1
5190,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3869,1,0,0,1,1,0,0,0,0,1,0,1,0,1
1703,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4248,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5222,10,1,0,0,1,0,0,0,0,0,0,1,1,0
5623,7,0,1,0,1,0,0,0,0,0,1,1,1,0
5220,8,1,0,1,1,0,0,0,0,0,0,1,1,0
2217,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1234,1,1,0,1,0,0,0,0,0,1,0,0,0,0
276,2,0,0,0,0,0,0,0,0,1,1,1,1,0
3174,5,0,1,0,0,0,0,0,0,0,1,0,1,1
1416,27,1,1,0,1,0,0,0,0,0,1,1,0,1
683,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4660,2,1,0,0,0,0,0,0,0,1,0,1,1,0
1375,9,1,0,0,0,0,0,0,0,0,0,1,1,0
614,0,1,0,1,1,0,0,0,0,0,0,1,0,1
4334,3,1,0,1,0,0,0,0,0,0,0,1,1,0
5627,0,0,0,0,0,0,0,0,0,0,1,0,1,1
228,0,0,0,1,1,0,0,0,0,1,0,0,1,1
1269,3,1,0,1,0,0,0,0,0,1,1,1,1,0
2296,8,1,0,0,1,0,0,0,0,0,1,1,1,0
4300,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,5,1,0,0,1,0,0,0,0,0,0,1,1,0
3927,4,0,1,0,1,0,0,0,0,0,0,0,1,1
2452,18,0,1,0,0,0,0,0,0,0,1,1,1,0
1850,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2040,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1938,3,1,0,1,1,0,0,0,0,0,0,1,1,0
4694,9,1,0,0,0,0,0,0,0,0,0,1,1,0
4079,3,1,0,1,1,0,0,0,0,0,0,1,1,0
670,1,1,0,1,1,0,0,0,0,0,0,1,1,0
2248,1,1,0,1,1,0,0,0,0,0,0,1,0,1
5776,3,0,0,0,1,0,0,0,0,0,0,1,1,0
2998,11,1,0,0,1,0,0,0,0,0,0,1,0,1
1652,0,0,0,0,1,0,0,0,0,0,0,0,0,0
866,3,0,0,1,0,0,0,0,0,0,1,1,0,1
4196,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1122,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1810,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2085,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3824,0,0,0,0,1,0,0,0,0,1,1,0,0,0
402,3,0,0,0,0,0,0,0,0,0,0,0,0,0
546,8,1,0,0,1,0,0,0,0,0,0,1,1,0
5773,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1377,8,1,0,0,1,0,0,0,0,0,1,1,1,0
4682,4,0,1,0,1,0,0,0,0,0,0,0,0,0
2866,5,1,0,0,1,0,0,0,0,0,0,1,1,0
4059,1,1,0,0,1,0,0,0,0,1,0,0,0,0
3888,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2411,1,0,0,1,1,0,0,0,0,0,1,1,1,0
2666,2,1,0,1,0,0,0,0,0,0,0,1,0,1
5901,3,0,0,0,1,0,0,0,0,0,0,1,1,0
4862,0,1,0,0,0,0,0,0,0,0,0,1,1,0
294,0,0,1,0,0,0,0,0,0,0,1,0,0,0
365,3,1,0,1,1,0,0,0,0,1,0,1,1,0
574,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5864,9,1,0,0,1,0,0,0,0,0,0,1,1,0
1757,4,0,1,0,0,0,0,0,0,0,0,0,0,0
3097,3,0,1,0,0,0,0,0,0,0,1,0,1,1
1528,6,0,1,0,0,0,0,0,0,0,0,0,1,1
2101,3,0,1,0,1,0,0,0,0,0,1,0,0,0
3544,2,1,0,0,1,0,0,0,0,0,1,0,1,1
5167,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3488,1,1,1,0,1,0,0,0,0,0,0,1,0,1
763,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1820,1,1,0,1,1,0,0,0,0,0,0,1,1,0
2496,1,1,0,0,1,0,0,0,0,1,0,0,1,1
4540,8,1,1,0,1,0,0,0,0,0,0,1,1,0
1089,1,0,0,0,1,0,0,0,0,1,0,0,0,0
4229,3,0,0,0,1,0,0,0,0,0,0,1,1,0
3317,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2832,0,1,0,1,1,0,0,0,0,1,1,0,0,0
1072,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4219,3,1,0,0,0,0,0,0,0,0,0,1,0,1
3992,3,1,0,0,1,0,0,0,0,0,0,1,1,0
3663,2,1,0,0,0,0,1,0,0,0,0,1,0,1
3451,8,1,0,0,1,0,0,0,0,0,1,1,1,0
4122,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2017,4,0,0,0,1,0,0,0,0,0,1,1,0,1
3028,5,0,0,0,0,0,0,0,0,0,0,0,1,1
4326,11,1,0,0,1,0,0,0,0,0,0,1,1,0
1141,11,1,0,0,1,0,0,0,0,0,1,1,1,0
5354,2,1,0,1,1,0,0,0,0,0,0,1,1,0
420,0,1,0,0,1,0,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2841,5,1,0,0,1,0,0,0,0,0,0,1,1,0
3177,16,1,0,0,1,0,0,0,0,0,0,1,1,0
1775,0,1,0,1,0,0,0,0,0,0,0,1,1,0
1951,2,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4,0,1,0,1,0,0,0,0,0,1,0,0,0
187,4,0,0,0,0,0,0,0,0,0,0,1,1,0
926,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6020,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3423,3,1,0,0,1,0,0,0,0,0,0,1,1,0
4254,1,1,0,0,1,0,0,0,0,0,0,0,1,1
5276,1,1,0,0,0,0,0,0,0,1,0,0,1,1
1099,7,0,1,0,1,0,0,0,0,0,0,0,1,1
1834,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2903,1,1,0,1,1,0,0,0,0,0,0,1,1,0
3583,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1168,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3602,5,1,0,0,0,0,0,0,0,0,0,1,0,1
2673,9,1,0,0,1,0,0,0,0,0,0,1,1,0
5398,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4524,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,2,1,0,0,1,0,0,0,0,0,0,1,0,1
992,4,1,1,0,1,0,0,0,0,0,1,1,0,1
3593,22,1,0,0,0,0,0,0,0,1,1,1,1,0
1344,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1267,2,0,0,0,0,0,1,0,0,0,1,0,0,0
3772,1,1,0,1,0,0,0,0,0,0,0,1,1,0
2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,2,0,1,0,0,0,0,0,0,1,1,0,1,1
5347,5,1,0,0,0,0,1,0,0,0,0,1,1,0
6033,1,0,0,0,0,0,1,0,0,1,1,0,0,0
4667,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4975,3,1,0,0,1,0,0,0,0,1,0,0,1,1
6018,1,0,0,0,1,0,0,0,0,1,1,0,0,0
2777,10,1,0,0,0,0,0,0,0,0,0,1,1,0
5144,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1420,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3192,0,0,0,1,0,0,1,0,0,0,1,0,1,1
1108,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3328,2,0,0,0,0,0,0,0,1,0,0,0,0,0
5105,3,1,0,1,1,0,0,0,0,0,0,1,1,0
6122,5,1,1,0,1,0,0,0,0,0,1,0,0,0
5487,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1615,13,1,0,0,1,0,0,0,0,0,0,1,1,0
3479,0,0,0,1,1,0,0,0,0,0,0,0,1,1
5968,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5404,1,0,0,1,0,0,0,0,0,1,1,0,0,0
4372,1,1,0,1,1,0,0,0,0,0,0,1,1,0
5534,13,1,0,0,0,0,1,0,0,0,0,1,0,1
9,0,0,0,0,0,0,0,0,0,1,1,0,0,0
467,3,1,0,0,1,0,0,0,0,0,0,1,0,1
2621,0,0,1,0,1,0,0,0,0,1,1,0,0,0
6139,3,0,1,0,0,0,0,0,0,1,0,0,0,0
4344,3,0,1,0,0,0,0,0,0,0,1,0,0,0
1651,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,5,0,1,0,1,0,0,0,0,0,0,0,1,1
163,9,1,0,0,1,0,0,0,0,0,0,1,1,0
2431,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3962,8,1,0,0,1,0,0,0,0,0,0,1,1,0
3030,3,0,0,0,0,0,0,0,0,1,1,0,1,1
3812,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3427,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3453,2,1,0,0,0,0,0,0,0,0,0,0,1,1
4355,0,1,0,1,1,0,0,0,0,0,0,1,1,0
3205,4,1,0,1,0,0,0,0,0,0,1,1,1,0
4743,7,0,0,0,1,0,0,0,0,0,0,0,0,0
6107,7,1,0,0,0,0,0,0,0,0,1,1,1,0
4265,6,0,0,0,1,0,0,0,0,0,0,1,0,1
4433,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6108,1,1,0,1,1,0,0,0,0,0,0,1,1,0
2808,3,0,0,0,1,0,0,0,0,0,0,1,0,1
3872,18,1,0,0,1,0,0,0,0,0,0,1,1,0
939,0,1,0,1,0,0,1,0,0,0,0,0,1,1
3015,2,1,0,1,1,0,0,0,0,1,0,1,1,0
1159,10,0,0,0,0,0,0,0,0,0,0,1,1,0
2941,0,0,0,1,0,0,0,0,1,0,1,0,1,1
5807,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4152,1,1,0,1,1,0,0,0,0,0,0,1,1,0
3090,2,1,0,1,0,0,0,0,0,0,0,1,1,0
2992,3,0,0,0,1,0,0,0,0,0,0,1,1,0
6047,9,1,1,0,1,0,0,0,0,1,1,0,0,0
5834,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6105,9,1,0,0,1,0,0,0,0,1,0,1,1,0
4571,1,0,1,0,0,0,1,0,0,1,0,1,1,0
1100,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3221,4,1,0,0,1,0,0,0,0,0,0,1,0,1
5364,4,1,0,1,0,0,0,0,0,1,0,1,1,0
4761,2,0,0,1,1,0,0,0,0,0,0,1,1,0
4673,5,1,1,0,1,0,0,0,0,1,0,0,0,0
2788,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2947,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4491,19,1,1,0,1,0,0,0,0,0,0,1,1,0
4085,31,1,0,0,0,0,0,0,1,0,0,1,1,0
1654,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4178,1,1,0,0,0,0,1,0,0,0,0,0,1,1
1401,13,1,0,1,1,0,0,0,0,0,0,1,1,0
3368,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,1,1,0,1,1,0,0,0,0,0,0,1,1,0
4322,2,0,1,0,0,0,0,0,0,0,1,0,0,0
5512,1,0,1,0,0,0,1,0,0,0,1,0,0,0
3061,3,1,0,1,1,0,0,0,0,0,0,1,0,1
6060,0,0,1,0,0,0,0,0,1,0,0,0,1,1
6144,4,1,0,0,0,0,0,0,0,1,1,1,1,0
3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,5,1,0,0,1,0,0,0,0,0,0,1,0,1
1632,3,0,0,0,0,0,0,0,0,0,1,0,0,0
4527,2,1,0,1,1,0,0,0,0,0,0,1,1,0
5738,11,1,0,0,1,0,0,0,0,0,0,1,0,1
655,0,0,0,0,0,0,1,0,0,0,0,0,0,0
605,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1601,1,1,0,0,1,0,0,0,0,0,0,0,1,1
5495,2,0,0,0,1,0,0,0,0,0,0,0,1,1
5925,4,1,0,0,1,0,0,0,0,0,1,1,0,1
1582,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1611,10,1,0,0,1,0,0,0,0,0,0,1,1,0
834,3,0,0,0,1,0,0,0,0,1,0,1,0,1
498,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4575,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4504,8,0,1,0,0,0,0,0,0,0,0,0,0,0
3310,13,1,0,0,1,0,0,0,0,0,0,1,0,1
686,17,1,0,0,1,0,0,0,0,0,0,1,1,0
2380,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1990,0,0,1,0,1,0,0,0,0,0,0,0,0,0
747,1,1,0,1,0,0,0,0,0,0,0,1,1,0
5094,10,1,0,1,0,0,0,0,0,0,0,1,0,1
782,4,0,0,0,1,0,0,0,0,0,1,1,1,0
4532,4,1,0,0,0,0,0,0,0,0,0,1,0,1
526,0,1,0,1,1,0,0,0,0,1,1,0,0,0
5959,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3210,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3367,1,1,0,1,0,0,0,0,0,0,0,1,0,1
687,1,0,0,1,1,0,0,0,0,0,0,1,1,0
987,7,1,0,0,0,0,0,1,0,0,0,1,0,1
483,11,0,0,0,0,0,0,0,0,0,1,0,0,0
1668,5,1,0,0,1,0,0,0,0,0,1,1,0,1
5403,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1600,0,0,0,0,1,0,0,0,0,0,0,0,0,0
372,1,0,0,1,1,0,0,0,0,0,1,1,1,0
1687,1,0,1,0,0,0,0,0,0,0,1,0,1,1
3132,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5631,5,1,0,0,0,0,0,0,0,0,0,1,1,0
3864,2,1,0,0,1,0,0,0,0,0,1,0,0,0
1404,1,0,0,1,1,0,0,0,0,0,0,1,0,1
3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5673,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6103,8,0,1,0,0,0,0,0,0,0,1,1,0,1
1796,9,1,1,0,0,0,0,0,0,0,0,0,1,1
5895,0,1,0,1,0,0,0,0,0,0,0,1,0,1
5307,0,1,0,1,1,0,0,0,0,1,0,0,0,0
668,3,1,0,0,1,0,0,0,0,1,0,0,0,0
1136,8,1,1,0,1,0,0,0,0,0,0,1,1,0
4785,0,0,0,1,1,0,0,0,0,0,1,1,1,0
3373,2,1,0,0,1,0,0,0,0,0,0,1,1,0
2115,1,1,0,0,1,0,0,0,0,0,1,0,0,0
90,0,1,0,0,0,0,0,0,0,0,1,1,0,1
383,3,1,0,0,1,0,0,0,0,0,0,1,1,0
5263,10,0,1,0,1,0,0,0,0,0,0,1,1,0
2426,1,0,1,0,0,0,0,0,0,0,0,0,1,1
3288,14,1,0,0,1,0,0,0,0,0,0,1,1,0
4580,17,1,0,0,1,0,0,0,0,0,0,1,1,0
4535,4,0,0,0,1,0,0,0,0,0,1,1,1,0
5879,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1573,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2181,11,1,0,0,1,0,0,0,0,0,0,1,1,0
6004,23,1,0,0,1,0,0,0,0,0,0,1,0,1
1695,0,1,0,0,1,0,0,0,0,0,0,0,1,1
3055,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1013,8,1,1,0,0,0,0,0,0,0,0,1,1,0
2564,5,1,0,0,1,0,0,0,0,0,0,1,1,0
2068,1,0,0,1,1,0,0,0,0,0,0,1,1,0
3561,4,1,0,0,1,0,0,0,0,0,0,1,1,0
1785,0,1,0,1,0,0,0,0,0,1,0,0,0,0
5198,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1892,9,1,0,0,1,0,0,0,0,1,1,0,1,1
5912,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2021,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1772,1,0,1,0,0,0,0,0,0,0,1,0,1,1
6117,2,0,0,0,1,0,0,0,0,0,1,0,0,0
1727,1,1,0,0,1,0,0,0,0,0,0,0,0,0
4489,6,0,0,0,1,0,0,0,0,0,0,1,1,0
2641,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5996,0,1,0,1,1,0,0,0,0,0,0,1,0,1
107,19,1,0,0,1,0,0,0,0,0,0,1,1,0
5563,0,0,1,0,0,0,0,0,0,1,1,0,1,1
5788,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1384,0,0,1,0,0,0,0,0,0,1,1,0,1,1
190,11,1,0,0,1,0,0,0,0,0,0,1,1,0
87,0,0,0,0,0,0,0,0,0,1,0,1,1,0
6084,1,1,0,1,1,0,0,0,0,0,0,1,1,0
3724,3,0,0,0,1,0,0,0,0,1,1,0,0,0
899,0,0,0,0,0,0,0,0,0,1,0,1,0,1
213,0,0,0,0,0,0,0,0,1,1,1,0,0,0
283,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5875,0,1,0,1,1,0,0,0,0,0,1,0,0,0
508,3,1,0,0,1,0,0,0,0,0,1,1,1,0
1542,5,1,0,0,1,0,0,0,0,0,0,1,1,0
3613,15,1,0,0,1,0,0,0,0,0,0,1,0,1
6104,3,0,0,0,1,0,0,0,0,0,0,1,0,1
6037,2,0,0,0,0,0,0,0,0,0,1,0,1,1
5431,4,1,1,0,1,0,0,0,0,0,0,0,0,0
2853,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1397,5,1,0,0,1,0,0,0,0,0,1,1,0,1
3449,1,1,0,1,0,0,0,0,0,0,1,0,1,1
93,3,1,0,1,1,0,0,0,0,0,0,1,1,0
4498,13,1,0,0,1,0,0,0,0,0,0,1,1,0
5883,1,0,0,1,0,0,0,0,1,0,0,0,1,1
3356,1,0,1,0,0,0,0,0,0,0,1,0,0,0
925,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4421,2,0,0,0,1,0,0,0,0,0,0,0,0,0
5441,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1244,5,1,0,0,1,0,0,0,0,0,0,1,1,0
4989,0,0,0,1,1,0,0,0,0,0,0,0,1,1
4625,0,1,0,1,0,0,0,0,0,0,0,1,1,0
2178,0,1,0,1,1,0,0,0,0,1,0,0,1,1
5731,10,1,0,0,1,0,0,0,0,0,0,1,1,0
1064,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5016,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1952,1,1,0,1,1,0,0,0,0,1,0,1,0,1
4111,2,1,0,1,1,0,0,0,0,0,0,1,1,0
5160,1,0,0,0,0,0,0,0,1,0,0,0,1,1
4143,0,1,0,1,1,0,0,0,0,0,0,1,1,0
1918,6,1,0,1,0,0,1,0,0,0,0,1,1,0
4968,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2358,9,1,0,0,1,0,0,0,0,1,0,1,1,0
4705,15,1,0,0,1,0,0,0,0,0,0,1,1,0
2207,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4596,1,1,0,0,0,0,0,0,0,1,1,1,1,0
835,2,1,0,1,1,0,0,0,0,0,0,1,1,0
4038,7,0,0,0,1,0,0,0,0,1,1,1,1,0
1564,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1179,1,1,0,1,1,0,0,0,0,0,1,1,0,1
5748,2,0,0,0,0,0,1,0,0,0,1,0,0,0
5667,0,1,0,1,0,0,0,0,0,1,1,0,1,1
4147,1,0,1,0,0,0,1,0,0,0,1,0,0,0
859,11,1,0,0,1,0,0,0,0,0,1,1,1,0
3033,2,1,1,0,1,0,0,0,0,0,1,0,1,1
4656,3,1,1,0,1,0,0,0,0,0,0,0,1,1
4846,2,0,0,1,0,0,0,0,0,0,0,0,1,1
1909,0,0,0,0,0,0,0,0,0,0,1,0,0,0
378,2,1,1,0,1,0,0,0,0,1,0,0,1,1
5265,5,1,0,0,1,0,0,0,0,1,0,1,1,0
5570,5,1,0,0,1,0,0,0,0,0,0,1,1,0
5355,5,0,1,0,1,0,0,0,0,0,0,0,0,0
6040,7,0,1,0,1,0,0,0,0,0,0,0,1,1
4458,0,0,0,0,0,0,0,0,1,0,1,0,0,0
853,2,1,0,0,1,0,0,0,0,0,0,1,0,1
4275,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1245,1,1,1,0,0,0,0,0,0,1,0,0,0,0
6135,4,1,1,0,1,0,0,0,0,0,1,1,1,0
105,3,1,0,0,1,0,0,0,0,0,0,1,1,0
4940,2,0,0,1,0,0,0,0,0,0,1,0,0,0
22,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5648,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1536,1,0,1,0,0,0,0,0,0,0,1,0,1,1
3124,6,1,0,0,1,0,0,0,0,0,0,1,1,0
5595,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3251,1,1,0,1,1,0,0,0,0,0,0,1,1,0
3107,0,0,1,0,1,0,0,0,0,0,1,0,1,1
1565,5,1,0,0,1,0,0,0,0,0,1,1,0,1
1408,0,1,0,1,0,0,0,0,1,0,1,1,0,1
5500,0,0,0,0,1,0,0,0,0,0,0,0,0,0
